combination,r2,q2,mae,rmsd,threshold,model,predictions
"('cross', 'B1')",0.21884000032275508,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.79736332 0.82011449 0.80130949 0.72026262 0.80256132 0.84013451
 0.81291997 0.82472608 0.78188416 0.804129   0.79980166 0.68755651
 0.69854121 0.45867032 0.75386529]"
"('cross', 'B5')",0.15660271187842745,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78419604 0.81358749 0.78562014 0.67431943 0.80930487 0.84108114
 0.80096236 0.81997802 0.76791541 0.7983311  0.78760554 0.63354295
 0.64848081 0.59412267 0.84479201]"
"('cross', 'L')",0.18039838696005595,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.8150309  0.83369071 0.81938057 0.63714207 0.799927   0.85011052
 0.78604732 0.83635986 0.80990544 0.77638906 0.78474975 0.67376638
 0.62099654 0.58312404 0.77721981]"
"('para', '-1-2-')",0.05321958661727921,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.72737283 0.7477297  0.74161684 0.77297495 0.81015321 0.85221925
 0.82488212 0.73316525 0.70248189 0.66644196 0.74739298 0.78198151
 0.77187656 0.77692659 0.74662433]"
"('para', '-2-3-')",0.07348992929001474,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.74412376 0.7641587  0.78017621 0.86858358 0.77530748 0.69726487
 0.7489172  0.76956097 0.74808856 0.72743513 0.77265835 0.65800923
 0.815678   0.84099472 0.6928832 ]"
"('para', '-2-9-')",0.029486618132967934,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.73353331 0.7487005  0.74391389 0.78232089 0.81420143 0.80963095
 0.76900364 0.73722823 0.71764022 0.69341948 0.74923247 0.77836852
 0.80902119 0.77451707 0.7431082 ]"
"('para', '-1-10-')",0.0696919270180858,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.77965111 0.78928345 0.78591695 0.83545625 0.7970655  0.70176772
 0.68537617 0.78077739 0.77381289 0.66457667 0.69294793 0.815074
 0.71199812 0.81247821 0.77765761]"
"('para', '-9-16-')",0.0477104776172923,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75558419 0.7800685  0.77155439 0.80951134 0.79990342 0.80611559
 0.67757911 0.75899287 0.74132447 0.713544   0.69664863 0.84575413
 0.74525797 0.751408   0.75059335]"
"('para', '-17-18-')",0.05592231879957121,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75291528 0.76937834 0.76411844 0.84867843 0.78269701 0.78714249
 0.759453   0.75554833 0.74348828 0.72492389 0.65485054 0.81392339
 0.68770089 0.80957472 0.74944695]"
"('para', '-18-19-')",0.12826759957169032,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.80338829 0.82361474 0.65759341 0.85156192 0.84284327 0.78355484
 0.63948653 0.69917778 0.73742733 0.67034456 0.83729001 0.76539402
 0.71008442 0.7397661  0.84231277]"
"('para', '-18-20-')",0.03367653377834634,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.71728003 0.78575638 0.78686391 0.78430091 0.78542242 0.78571559
 0.78705092 0.70690411 0.70737865 0.70701747 0.78562705 0.78539402
 0.78587033 0.78562222 0.70763598]"
"('para', 'Dist_1-2')",0.5170451154017417,0.2526370867078761,0.135553332768798,0.17030399715139877,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.67048214 0.81178858 0.70541312 0.8361451  0.92730227 0.97411399
 0.76380228 1.05439466 0.60918346 0.51984809 0.7060578  0.70848895
 0.61179138 0.67210667 0.83292148]"
"('para', 'Dist_2-3')",0.33845707650941526,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.63933488 0.79983796 0.67535381 0.92655447 0.87114958 0.95675598
 0.77849246 0.86182322 0.81909704 0.64333679 0.62496869 0.74335687
 0.54610384 0.72125309 0.79642129]"
"('para', 'Dist_2-9')",0.1896552355472888,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.76805909 0.83852411 0.74206169 0.78284999 0.86465665 0.90193858
 0.77874162 0.70838422 0.62222858 0.57900175 0.77983491 0.74076322
 0.69316478 0.73569587 0.86793493]"
"('para', 'Dist_18-20')",0.2590469232490654,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.6401499  0.74803548 0.73400012 0.74955914 0.85127161 0.82490644
 0.87078835 1.00978352 0.63318148 0.60387689 0.69894124 0.79358543
 0.73625836 0.78912097 0.72038104]"
"('para', 'Dist_16-17')",0.6268740539396682,0.3910912471573347,0.13483521683742042,0.15372169987301607,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.74283809 0.84772915 0.87449755 0.9088889  0.9286626  0.7243328
 0.98359029 0.91709517 0.6180432  0.41865372 0.88390278 0.61483151
 0.60500977 0.62808977 0.70767469]"
"('para', 'Dist_10-17')",0.3583888377801503,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.67909684 0.87189309 0.78819564 0.88146209 0.89710083 0.93501415
 0.74713974 0.68933542 0.72335853 0.55562498 0.87983413 0.60159725
 0.58413789 0.73663791 0.83341148]"
"('para', 'dip_x')",0.047844920196787655,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78804522 0.71441503 0.72615071 0.80110582 0.81051376 0.81763235
 0.76858447 0.72615793 0.71734897 0.71348077 0.80881659 0.79868591
 0.79341661 0.73242714 0.68705871]"
"('para', 'dip_y')",0.15885280636109134,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.81145177 0.81659019 0.82470111 0.89365957 0.80926393 0.66975749
 0.579765   0.81395264 0.77115883 0.65492627 0.73538793 0.7108847
 0.7200251  0.80637655 0.78593889]"
"('para', 'dip_z')",0.017680563117086323,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.73019593 0.75929605 0.76132263 0.8062952  0.76715158 0.7718226
 0.74779564 0.74556001 0.74343116 0.70975352 0.76400737 0.79543083
 0.79674751 0.77678326 0.7282467 ]"
"('para', 'B1')",0.18498997529391525,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.76611255 0.78602999 0.77893753 0.88165196 0.77597785 0.80723884
 0.77323663 0.76880725 0.74136984 0.71870789 0.78944917 0.83940582
 0.82905608 0.51990974 0.62794883]"
"('para', 'B5')",0.016597736127846874,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.74877393 0.75774527 0.74871603 0.8140937  0.76046844 0.77136723
 0.74386453 0.74687221 0.7273001  0.71261522 0.76382288 0.79554949
 0.7886664  0.77769919 0.74628536]"
"('para', 'L')",0.36701649329532793,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.81869878 0.87937128 0.86151695 0.78433032 0.81597375 0.94397764
 0.69974805 0.82315666 0.78507543 0.541634   0.78101581 0.8694314
 0.62973892 0.61307637 0.5570946 ]"
"('-1-2-', '-2-3-')",0.09537842963139653,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75877851 0.76407427 0.78789908 0.70293729 0.82337998 0.78615883
 0.8766669  0.7872585  0.75504577 0.73435142 0.76524609 0.58440174
 0.75809714 0.7805783  0.73896615]"
"('-1-2-', '-2-9-')",0.03366950342271835,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75221047 0.75662094 0.7560558  0.71364719 0.78079958 0.83460397
 0.84687933 0.75549594 0.73814275 0.72172793 0.75398747 0.75047409
 0.72155811 0.7496576  0.77197881]"
"('-1-2-', '-1-10-')",0.13703174668023033,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.7907386  0.79825989 0.79737681 0.72567074 0.87315067 0.78683779
 0.7851836  0.79604824 0.76659462 0.59450944 0.64999857 0.78796815
 0.64083634 0.78656144 0.82410506]"
"('-1-2-', '-9-16-')",0.03735074396339988,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.76046546 0.76490755 0.76441171 0.68971026 0.80942018 0.84337582
 0.81091951 0.76380698 0.7463309  0.72983665 0.73046057 0.75875843
 0.72501932 0.72608668 0.78032995]"
"('-1-2-', '-17-18-')",0.055753151561146574,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.76276067 0.76678324 0.76673495 0.72769407 0.80717455 0.83819987
 0.83764895 0.76607482 0.7500714  0.7352121  0.67368162 0.76147924
 0.66883437 0.76079431 0.78069582]"
"('-1-2-', '-18-19-')",0.13298882065684448,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.81311636 0.81999448 0.66921193 0.7192795  0.87177236 0.84782894
 0.74006327 0.71631448 0.74587412 0.68438893 0.82714392 0.71342858
 0.66815756 0.69297998 0.87428556]"
"('-1-2-', '-18-20-')",0.049897297412390906,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.71898523 0.77506556 0.77537047 0.74192817 0.80942686 0.83596668
 0.83574377 0.71364404 0.70030857 0.6869432  0.77296886 0.77078241
 0.76954063 0.77024466 0.72692086]"
"('-1-2-', 'Dist_1-2')",0.5306493492054231,0.264400828298447,0.141511055967907,0.16895836008866452,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.70351339 0.83885359 0.72333346 0.82047091 0.88683065 0.88350353
 0.67858309 1.14567213 0.66718106 0.6146448  0.71481908 0.66384043
 0.565563   0.62876836 0.8682625 ]"
"('-1-2-', 'Dist_2-3')",0.15987715659660606,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.73177983 0.79325935 0.73339028 0.71400767 0.81603235 0.86198632
 0.81225193 0.85420898 0.84903956 0.78123365 0.68866099 0.67970112
 0.58334301 0.67514671 0.82979822]"
"('-1-2-', 'Dist_2-9')",0.20777067785130254,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.79200293 0.87301012 0.74872346 0.81283152 0.85238049 0.86215731
 0.71270936 0.70850135 0.61918505 0.58855753 0.79715246 0.73139016
 0.67431522 0.72753838 0.90338463]"
"('-1-2-', 'Dist_18-20')",0.17006969426381702,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.70319015 0.7631221  0.76173313 0.64444571 0.80952403 0.76753806
 0.85459399 1.00635292 0.719295   0.7333399  0.71830739 0.72740836
 0.69505155 0.73161938 0.7683183 ]"
"('-1-2-', 'Dist_16-17')",0.5781690038369149,0.21026171707054997,0.1431908476158877,0.17506553906777042,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.79467627 0.86823272 0.9071498  0.83268675 0.88062819 0.62635352
 0.94620509 0.96697759 0.69834268 0.54410476 0.90319881 0.55390933
 0.56135886 0.5765282  0.7434874 ]"
"('-1-2-', 'Dist_10-17')",0.34137230665486074,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.70507467 0.89006845 0.80749496 0.84082687 0.87435808 0.88885432
 0.71970117 0.71148298 0.77180166 0.6236554  0.89711525 0.55699924
 0.54892572 0.70654558 0.86093561]"
"('-1-2-', 'dip_x')",0.05980628456474979,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78115584 0.71706993 0.72790507 0.75044187 0.82960986 0.85849103
 0.81944132 0.72888302 0.71110117 0.69940849 0.79743964 0.77944222
 0.77492234 0.72158646 0.7069417 ]"
"('-1-2-', 'dip_y')",0.2903336178369783,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.84939102 0.84109959 0.86190501 0.70969919 0.9255783  0.79589722
 0.70369764 0.85821351 0.76664511 0.5772108  0.70539016 0.58857822
 0.6120232  0.73957359 0.86893741]"
"('-1-2-', 'dip_z')",0.03160844605855284,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75093041 0.75363823 0.75223156 0.71118646 0.79990598 0.83478942
 0.83390041 0.75271662 0.73379591 0.71895611 0.75061854 0.74726911
 0.74432514 0.74822252 0.77135356]"
"('-1-2-', 'B1')",0.1727734331153088,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78120583 0.78515239 0.78464669 0.74669883 0.80106642 0.85493277
 0.85406738 0.78414572 0.7567871  0.74209887 0.78279592 0.7796521
 0.777976   0.49498406 0.6776299 ]"
"('-1-2-', 'B5')",0.032248777126895334,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75546318 0.75644866 0.75168088 0.70826064 0.79439929 0.83589423
 0.82952836 0.75542861 0.72806484 0.71116762 0.75739723 0.75363306
 0.75147601 0.73934839 0.77564898]"
"('-1-2-', 'L')",0.15723253517624958,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.82701864 0.82867862 0.83032813 0.62069612 0.78945818 0.85802934
 0.78783222 0.82639298 0.82265503 0.72988385 0.77368317 0.74070314
 0.63664511 0.62121396 0.71062149]"
"('-2-3-', '-2-9-')",0.06471397816782887,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75802702 0.76097369 0.78180272 0.72400844 0.83829508 0.75114997
 0.80182992 0.78145607 0.76001656 0.7481975  0.76296503 0.60775586
 0.81597615 0.77784106 0.73354491]"
"('-2-3-', '-1-10-')",0.09735151557074007,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.80474202 0.80388522 0.82165017 0.80588574 0.79936278 0.63318067
 0.69919676 0.82151198 0.8168137  0.7153525  0.70379868 0.68148647
 0.70437281 0.82322185 0.76937863]"
"('-2-3-', '-9-16-')",0.05641844325616041,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.79308969 0.79200963 0.81364423 0.73145238 0.78651891 0.71041807
 0.72861601 0.81372855 0.80806797 0.81130498 0.7338983  0.6434642
 0.73459204 0.75282376 0.75021126]"
"('-2-3-', '-17-18-')",0.07764172096435162,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78729609 0.78626229 0.80712926 0.78864273 0.78105724 0.70961981
 0.78554954 0.80708947 0.80158374 0.80477019 0.67092158 0.64663807
 0.67171113 0.80878737 0.74678146]"
"('-2-3-', '-18-19-')",0.1494052536713617,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.84008432 0.84131381 0.70247897 0.78530391 0.8406319  0.70205759
 0.66697344 0.75343434 0.79916716 0.75553824 0.85626856 0.58911883
 0.69384102 0.73693716 0.84069072]"
"('-2-3-', '-18-20-')",0.08928266691124387,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.71739134 0.80410673 0.82792158 0.80696219 0.79828831 0.71887897
 0.80391177 0.72582103 0.72016311 0.7225058  0.80867302 0.64883702
 0.81071192 0.82965682 0.66001035]"
"('-2-3-', 'Dist_1-2')",0.5508543514177338,0.26830899992162893,0.1381951515549864,0.16850893213645582,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.71137977 0.83312717 0.75744192 0.76235831 0.92743584 0.88113579
 0.79583714 1.12233612 0.67850543 0.61478773 0.72742947 0.50036382
 0.59192302 0.6692545  0.83052394]"
"('-2-3-', 'Dist_2-3')",0.19124439152594197,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.74230677 0.80314463 0.75918679 0.73118069 0.81512449 0.79744669
 0.80935058 0.88196139 0.87503025 0.81126584 0.70088346 0.57351314
 0.59545266 0.70256456 0.80542803]"
"('-2-3-', 'Dist_2-9')",0.3166273055209775,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.80073272 0.885633   0.79536537 0.78033704 0.90543758 0.82661189
 0.80813229 0.75442173 0.63537336 0.59130007 0.81348891 0.48830742
 0.68469029 0.76993677 0.86407155]"
"('-2-3-', 'Dist_18-20')",0.19411273111277227,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.71416073 0.76865488 0.78258359 0.64922763 0.82135675 0.74073677
 0.87580834 1.00200507 0.73451889 0.7438343  0.73071482 0.62826059
 0.70854606 0.7547464  0.74868515]"
"('-2-3-', 'Dist_16-17')",0.5521270677581934,0.39330423079207255,0.12283205917637444,0.15344210686872461,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78016569 0.85177465 0.88397326 0.77743871 0.90659343 0.71687993
 0.99768752 0.9380688  0.67659723 0.51939281 0.88059412 0.57809189
 0.56298352 0.57548185 0.75811656]"
"('-2-3-', 'Dist_10-17')",0.35287409771556333,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.71216413 0.88089393 0.81960827 0.81336002 0.88852117 0.87298058
 0.77027083 0.73277401 0.77373069 0.63270943 0.88853369 0.48332078
 0.57179446 0.72607202 0.83710596]"
"('-2-3-', 'dip_x')",0.127681698504149,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.8271118  0.70344805 0.75217716 0.82129861 0.8454481  0.75540913
 0.79099212 0.7548803  0.73692653 0.74049369 0.85891798 0.62911164
 0.82566625 0.75121641 0.6107422 ]"
"('-2-3-', 'dip_y')",0.12938299523246344,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.83071243 0.81874043 0.83525732 0.80941572 0.79801987 0.65674922
 0.61680075 0.83399436 0.80656697 0.72156922 0.74385163 0.65648938
 0.69757818 0.77374057 0.80435393]"
"('-2-3-', 'dip_z')",0.03732467450216215,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75970932 0.77321992 0.79737524 0.75858105 0.7657984  0.70380916
 0.7693975  0.78929246 0.79165298 0.77737583 0.77910348 0.64983995
 0.7851378  0.77866052 0.72488637]"
"('-2-3-', 'B1')",0.20837199091412895,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.80669316 0.8055328  0.82845863 0.80797342 0.77330646 0.71850521
 0.80397095 0.82863535 0.80944889 0.8128522  0.81025421 0.64699591
 0.8110381  0.51422823 0.62594646]"
"('-2-3-', 'B5')",0.057258993543403136,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.81055375 0.78689765 0.78492194 0.76114074 0.73533997 0.69306492
 0.75120699 0.81271288 0.74420688 0.74669197 0.81520961 0.63723495
 0.81325845 0.74990921 0.76149007]"
"('-2-3-', 'L')",0.1933430825165745,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.8461118  0.84516772 0.86580851 0.6423864  0.78074915 0.77436091
 0.76934587 0.86197622 0.86006896 0.77039457 0.79135626 0.62473064
 0.64786192 0.64678036 0.67674067]"
"('-2-9-', '-1-10-')",0.10679243229383018,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78651039 0.791746   0.79115005 0.74137805 0.89834968 0.75019464
 0.71298124 0.79013824 0.76966782 0.61635159 0.65508864 0.78462622
 0.72235706 0.78364367 0.80965668]"
"('-2-9-', '-9-16-')",0.021913758979495657,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.76197168 0.76475133 0.76447483 0.70300089 0.82181644 0.81381879
 0.75970886 0.76407761 0.75314266 0.74283901 0.72855599 0.76092276
 0.76456518 0.72581306 0.7743809 ]"
"('-2-9-', '-17-18-')",0.05459559756257637,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.76304417 0.7665865  0.76673205 0.73220626 0.83957042 0.82959474
 0.80454444 0.76609055 0.75192664 0.73888635 0.64808339 0.76203739
 0.69427872 0.76145829 0.77880007]"
"('-2-9-', '-18-19-')",0.1125680011920096,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.81344543 0.81824324 0.67066193 0.7384577  0.87775649 0.81113085
 0.68723571 0.71708931 0.75372555 0.70068541 0.82641445 0.71647528
 0.71103505 0.6967872  0.86469637]"
"('-2-9-', '-18-20-')",0.0370831918313701,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.71775227 0.77839501 0.77904573 0.76455764 0.80820939 0.80436841
 0.7945494  0.70995744 0.70442117 0.69833997 0.77747283 0.77692921
 0.79716992 0.77676957 0.71590201]"
"('-2-9-', 'Dist_1-2')",0.5130215697019265,0.25732671012074904,0.13359700464908056,0.16976883650602753,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.70892047 0.83654118 0.72886177 0.80262884 0.84980678 0.90858428
 0.74973077 1.12150763 0.66961999 0.61432814 0.72013239 0.67133685
 0.5135418  0.63839293 0.86990615]"
"('-2-9-', 'Dist_2-3')",0.16487026574096753,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.72717467 0.78987919 0.72971262 0.70009662 0.84158868 0.87751325
 0.81535317 0.8507235  0.84137414 0.76944426 0.68436588 0.67453833
 0.60209628 0.6697756  0.83020378]"
"('-2-9-', 'Dist_2-9')",0.2111748361820327,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.79535084 0.87428292 0.7537168  0.81221    0.81188607 0.87050883
 0.756039   0.71466612 0.62655672 0.59543737 0.80049799 0.73642609
 0.61857531 0.73262046 0.90506545]"
"('-2-9-', 'Dist_18-20')",0.168572919238147,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.70534385 0.76328758 0.76187812 0.64362478 0.8039076  0.77872362
 0.86850966 0.99571367 0.71872119 0.72979122 0.72005513 0.72825268
 0.6834041  0.73216204 0.77046474]"
"('-2-9-', 'Dist_16-17')",0.5547287105343651,0.2962917425408005,0.1355222274037941,0.16525529867633423,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78680226 0.85743254 0.89289033 0.79637244 0.88335966 0.68615355
 0.98967202 0.9476038  0.68883417 0.53600691 0.88788902 0.56398675
 0.54985621 0.58427328 0.75270704]"
"('-2-9-', 'Dist_10-17')",0.33502564361230647,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.70643868 0.88320541 0.80472176 0.82371554 0.86739212 0.90525892
 0.75383634 0.71349417 0.76553874 0.62014736 0.8891052  0.56548227
 0.53828456 0.70707409 0.86014481]"
"('-2-9-', 'dip_x')",0.04786455301597092,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78993165 0.71377338 0.72653464 0.7793371  0.82157691 0.82597315
 0.7771639  0.72801049 0.7187097  0.71578066 0.80743757 0.78907615
 0.79475686 0.72337738 0.69240045]"
"('-2-9-', 'dip_y')",0.20749171278854717,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.83073486 0.82136704 0.83867302 0.73954725 0.9380591  0.73845111
 0.61500442 0.83599216 0.77153938 0.62669713 0.71221503 0.61899841
 0.73889528 0.74265701 0.83500879]"
"('-2-9-', 'dip_z')",0.015250484100045258,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75346141 0.75154763 0.7490434  0.72850579 0.81286524 0.80403839
 0.7832715  0.75143665 0.73751828 0.73228607 0.74905053 0.74748137
 0.78534099 0.75160993 0.7663828 ]"
"('-2-9-', 'B1')",0.15716965539160976,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.78326546 0.78534092 0.78507498 0.76511846 0.80423063 0.82203795
 0.80714707 0.78481153 0.76475634 0.7570319  0.78410167 0.78244836
 0.81104667 0.49672406 0.67070399]"
"('-2-9-', 'B5')",0.015638350046768612,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.75578905 0.75533395 0.75115233 0.72452069 0.80532571 0.80394222
 0.77932538 0.75474786 0.73508409 0.72469298 0.75700971 0.75465085
 0.79225851 0.74185295 0.7681537 ]"
"('-2-9-', 'L')",0.15985139402406845,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.82639784 0.82825707 0.82993505 0.61277155 0.80899319 0.86113069
 0.77593326 0.82586662 0.82142573 0.72540215 0.77157674 0.73752005
 0.65678889 0.61453819 0.70730295]"
"('-1-10-', '-9-16-')",0.06149768630035357,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.79354605 0.79358579 0.79362631 0.7997037  0.79359898 0.68800224
 0.69390197 0.79335375 0.7932996  0.68707707 0.69370251 0.79366289
 0.69367431 0.79962602 0.79347878]"
"('-1-10-', '-17-18-')",0.06366681458016665,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.79468574 0.79471769 0.79493713 0.79488066 0.79472493 0.70493985
 0.70505238 0.79464355 0.7945397  0.70420916 0.67105758 0.79490449
 0.67105754 0.79491174 0.79457784]"
"('-1-10-', '-18-19-')",0.12768126996367324,-inf,inf,inf,0.48190033582575353,<modeling.LinearRegressionModel object at 0x000001E3CF19B9A0>,"[0.83838145 0.84022005 0.7141682  0.79436819 0.84394868 0.72021298
 0.63059324 0.7540243  0.79440133 0.68381171 0.77512114 0.75633042
 0.64645516 0.73988311 0.87192   ]"
